edad;ingreso;antiguedad;num_productos;calificacion_crediticia;monto_prestamos;num_transacciones;banca_online;tiene_tarjeta;saldo_anterior;saldo_anual
36;33844.30953;0;1;554;61026.85015;36;1;0;3563.276035;12992.40949
58;77878.69336;7;3;513;21637.54794;23;0;1;9997.952257;38745.22746
48;76004.72683;10;2;752;33021.82791;34;0;0;9696.070755;16711.46122
37;69047.61559;13;1;846;64264.04389;22;0;0;3623.264956;11518.01021
57;59767.30274;13;4;605;12948.08441;34;1;1;17812.16337;57154.01038
46;29939.48788;1;1;538;36532.82486;11;1;1;1386.589142;6794.246616
51;19836.6908;14;1;839;38683.91888;15;0;0;5193.088201;31544.65568
28;36350.31563;9;2;786;43935.54371;44;1;0;10292.77401;26918.95522
20;38264.59065;4;3;700;27195.28183;22;1;0;12946.7371;35259.76603
61;26694.3067;14;1;606;11798.00101;0;0;1;3506.097726;29760.05218
64;51175.50157;9;2;772;60520.67458;29;0;0;3151.771503;21003.08316
46;68816.19535;1;2;837;46764.55965;8;1;0;9295.673016;34251.16966
56;22910.15314;9;3;646;27907.11075;38;0;0;6106.734082;18981.96268
50;55064.97321;3;3;569;27622.41733;13;1;1;3543.236124;16805.13597
35;34479.54888;13;5;628;14578.10806;46;0;0;9477.840239;35612.82868
36;102391.6967;8;4;605;11465.23904;23;0;1;6201.474958;39384.52775
22;91492.42413;13;2;655;47594.47104;3;1;0;2161.778979;25268.67792
26;52072.06141;13;3;743;13637.62059;3;1;0;12168.05416;22598.57276
48;47017.677;6;4;611;9084.126242;33;0;0;5343.869622;24639.99115
55;45611.78604;5;2;817;10250.66922;45;0;1;18456.24133;46720.72974
52;167916.9324;13;4;603;20841.65312;37;1;0;16429.01021;26317.4853
56;81725.86361;7;3;556;14670.60298;9;1;1;12919.49268;33378.92195
28;46053.60404;13;4;778;8028.849139;44;1;1;6020.9977;28893.41621
58;35134.38294;9;2;746;8829.240871;29;1;0;14594.23545;33054.68089
27;48013.41713;11;2;522;48958.68893;31;0;1;29491.13379;51723.45559
41;51299.02333;6;4;683;22189.3978;37;0;1;3059.07228;23686.89495
38;74044.62864;6;4;701;12229.11199;6;0;1;2272.705035;28321.20602
28;35092.13458;11;5;817;24587.69774;38;1;0;6712.118015;25722.81746
61;37137.6877;6;4;602;64322.50065;20;0;1;4371.895513;23326.46435
38;43399.16219;13;5;772;13038.85915;45;1;0;13943.90076;12212.16612
50;29373.26172;5;5;533;2834.327396;30;1;1;7351.987393;37428.51507
27;50433.66573;1;1;810;6944.9714;27;1;1;7059.973732;20610.55502
46;28179.41065;3;4;562;34475.35842;32;1;1;1998.151386;15452.76548
34;40016.51307;13;1;836;44307.86852;23;1;1;23048.16875;42852.80172
51;53349.6797;6;2;727;28709.61631;31;0;0;3357.651656;10195.20533
18;61660.43172;10;4;810;30839.08189;28;0;1;10456.68334;32189.52131
39;40767.58655;9;2;797;50208.95215;12;0;0;3935.19874;9030.134509
56;31319.78421;12;1;676;4221.89145;1;0;1;19885.28645;39802.37293
62;37542.57209;5;1;755;26835.44298;34;0;1;2144.544834;43579.4007
58;63388.67558;6;3;536;28891.1936;2;0;1;8202.34496;24314.1757
30;41028.35196;13;4;538;42674.58457;40;1;0;18390.53099;30723.9623
28;41651.42174;2;1;809;10437.67436;1;0;1;15632.19921;33789.43901
26;51918.46999;12;5;824;54252.4463;45;0;1;10981.9603;35258.46282
25;29244.02078;1;5;601;38184.74222;35;1;0;124.8011269;36099.29024
48;30525.86868;2;3;603;31838.57091;14;1;0;12623.11622;25966.49548
30;31056.85244;12;4;727;2962.529555;42;0;0;6711.803785;12166.96858
25;20554.15729;14;2;652;10550.26229;2;1;0;1204.94712;17822.33269
19;60678.76069;11;2;571;25497.45073;11;0;0;23143.1308;20227.24827
50;73106.48969;12;5;816;13635.60559;6;1;1;3023.451668;21325.77769
27;86965.06473;3;3;659;28668.15881;19;0;0;9596.291635;23015.87948
31;87498.26175;2;5;639;20951.90396;28;1;0;7365.032583;22944.48
20;75438.98683;7;2;538;36465.86283;7;0;0;7915.58978;11570.74334
57;39596.12301;8;3;806;29885.63081;43;1;0;12029.2413;23062.24266
32;53076.53907;1;5;550;28973.33093;45;1;0;8422.64784;14442.33042
49;29250.13588;6;1;727;26791.23017;14;1;0;17944.50608;31006.77494
56;73128.79325;11;4;802;36061.87992;48;0;0;23212.73098;33429.85304
34;44064.10986;0;1;825;44611.09525;16;1;0;8769.533185;22754.74142
47;77381.93633;7;5;704;14612.65486;47;0;1;6366.540436;10731.23589
22;40900.24754;4;3;689;7564.299653;42;1;0;15982.2178;50493.43689
42;62880.0087;1;4;838;8643.489705;14;1;1;18687.12061;35414.35564
35;59980.90846;12;2;557;27296.19897;23;0;1;8168.57393;8529.958944
60;17349.8128;10;1;748;27138.61638;1;1;0;13781.00775;25010.54554
23;36667.07375;11;1;786;17607.28228;26;1;1;745.7887166;11854.52418
24;28958.92798;1;3;608;47636.71733;11;1;1;9471.690319;34226.22021
31;53444.19149;0;5;843;36808.62299;32;1;1;6132.059477;23452.91815
42;56046.98353;10;4;626;14568.97164;34;0;1;14384.97271;36143.35667
28;58164.01295;0;2;550;16260.55799;41;1;0;7888.738601;53327.72017
21;87135.60937;8;1;619;47402.03508;13;0;0;21939.55542;28926.22336
33;71545.02409;6;1;604;8238.452915;39;0;0;43847.78703;74889.00496
32;26022.93532;6;2;762;10130.07051;39;1;1;4893.514471;30629.30567
33;25241.7213;1;1;787;22144.94037;32;1;0;978.061515;16817.59702
22;26865.29512;10;1;668;17390.15058;47;0;1;8413.296319;17101.11892
56;40462.65157;3;1;543;45305.6144;32;1;0;29077.92675;36174.40365
48;37612.48848;1;3;596;22452.41045;24;1;1;2170.876998;45692.38214
55;35277.45086;1;1;682;25624.00172;38;1;1;15587.03106;39330.97383
24;27175.77767;5;1;840;40027.4126;12;0;0;7661.468876;23888.81382
20;27308.28988;14;1;804;17497.10027;34;0;0;12014.84386;41837.28703
46;39007.63683;5;4;674;25501.75325;44;1;0;1364.403477;36960.23487
37;31605.75492;4;4;552;11238.51281;6;1;0;12015.30451;13109.31138
27;62503.19018;13;3;725;27710.40158;48;0;0;1904.251224;32649.14447
23;70500.50384;10;1;808;3479.000866;44;1;0;7742.908435;34988.89292
34;43037.14364;12;2;781;49423.85328;28;1;1;3853.302005;31339.90123
42;58920.73132;6;3;701;7346.429879;8;0;0;17709.21414;27041.02123
60;99202.13782;11;2;763;29063.52077;20;0;1;12964.22093;30024.22101
38;77350.95893;12;3;834;16834.79004;5;1;1;8011.696151;26636.45417
35;41795.72094;6;2;751;21132.63026;33;1;0;3929.255532;17974.49377
61;38907.00426;11;3;595;21975.75907;29;0;1;13655.67145;39008.03716
50;32964.47746;1;3;631;66081.1559;16;0;0;12317.38083;53972.14426
21;73471.22441;14;3;522;26376.4349;8;0;1;9280.31856;31828.92951
28;30070.84793;12;2;720;43859.30636;38;0;1;11586.90353;39151.15554
31;47470.73063;7;4;670;42789.49862;28;1;0;25433.61556;35853.54434
43;38812.62514;11;3;697;20401.25522;14;1;0;4384.432281;23230.01541
64;12166.83194;14;1;537;30748.67295;34;1;0;9052.545953;15101.85358
59;24069.43226;13;4;573;34887.47422;26;1;1;13096.0742;33238.43959
38;31184.58237;11;2;783;21289.76568;30;0;0;21525.64665;53198.13507
23;15399.11668;0;2;662;27446.7405;4;0;1;4863.185079;15251.61614
32;67899.41358;2;1;631;17287.16863;47;1;0;6131.314141;23036.18127
29;51728.88046;14;2;613;10916.45399;6;1;1;7714.517191;39066.56573
35;59390.08419;2;4;662;31339.97596;31;0;0;5172.68981;18738.55036
26;53351.63235;2;1;578;36104.33781;29;0;1;14949.33455;29000.83138
62;51508.46361;10;1;769;24631.54751;49;0;1;7219.134007;26974.19871
24;50398.22131;1;1;564;31180.60151;0;0;1;9469.294278;16453.71474
24;44033.59086;7;1;638;21453.59481;42;0;0;3559.69266;14401.58794
47;78591.5494;14;1;803;11046.36901;3;0;0;25443.62282;47575.42658
39;26757.85594;1;5;848;36928.98425;22;1;1;12885.30208;40874.02292
49;27758.37533;6;1;619;35908.52997;2;0;0;12186.06766;16400.96769
24;61414.95998;5;5;740;16253.3797;48;0;1;9064.629306;31787.37124
50;17023.23784;10;1;660;42118.65391;46;0;0;21780.81803;40813.36052
38;33332.60689;4;2;660;43287.80831;35;0;1;11771.07968;24974.19843
60;69912.10625;12;5;798;3190.325761;16;0;1;17293.8856;37460.71835
60;72744.71651;11;1;829;31729.55631;27;0;1;2653.309878;40583.87115
27;94612.74153;1;3;568;12405.62389;49;1;0;3461.240661;11723.66912
35;51692.71246;6;4;530;16836.54248;33;0;1;14693.70663;30564.30546
43;62277.77316;13;2;744;23263.2933;19;0;0;11190.42015;35788.46376
60;33274.2909;4;4;542;56116.79908;21;0;0;9759.104389;44439.23488
21;137091.6953;13;5;605;24928.39473;32;0;0;7108.78895;35471.66378
38;98131.55114;12;4;733;31671.51674;29;1;0;30881.37038;52235.12932
64;56325.55299;12;1;700;104697.3837;23;1;0;4939.60136;29182.74769
38;60327.3519;6;1;532;16071.65484;0;1;1;21461.15428;33904.77252
53;47667.85079;11;2;525;36872.55839;38;0;0;10980.30572;30341.57831
56;76906.33931;13;5;631;28990.1355;35;0;0;21126.05448;50350.75428
54;39429.01335;10;4;658;28661.24771;43;1;1;8405.219404;37199.92955
26;65267.31594;6;3;752;76473.83692;38;0;0;5120.168301;30060.21449
29;51969.05189;7;3;703;26746.55037;0;1;1;14373.01929;37308.56182
56;19481.88599;9;1;717;35204.12786;19;1;0;9903.131084;45515.83632
23;30081.22658;8;3;761;21852.59501;46;0;1;1825.038613;28494.83412
51;22407.6036;8;5;570;34836.81721;5;1;0;10910.09769;29715.73388
44;46663.62255;2;1;740;50205.97855;32;1;1;20136.36923;30364.44134
59;53308.22028;10;4;716;13453.46644;5;1;0;470.157395;16769.44733
40;74251.95409;1;1;668;19075.08606;37;1;0;3020.258399;11438.28733
41;35846.69393;14;4;627;13230.16709;8;0;0;15082.76602;34855.36341
28;41441.24253;1;3;686;25739.64209;18;1;0;12217.74404;35743.79209
57;80896.25854;4;4;817;56878.48791;33;1;1;3344.025809;15777.09284
19;24049.00758;10;1;828;52536.41201;14;1;0;13786.80197;44056.67451
42;72861.11988;7;5;719;104469.2952;40;1;1;8536.88038;34576.41698
35;60237.32844;12;3;566;30032.54961;33;1;1;10398.92726;54719.14519
26;51339.54583;0;1;721;27695.55803;29;0;1;14389.22339;31324.15216
20;64115.69874;2;1;650;70205.96877;22;1;0;2039.485301;33667.58385
59;52111.86596;4;1;780;107381.2752;37;0;0;8174.651625;26330.43029
63;32205.77698;11;3;690;33894.93497;28;0;1;3397.410274;44072.657
61;70678.68467;2;1;558;25190.73628;8;0;1;3406.143529;20562.10459
54;48273.40455;4;4;512;35445.08839;43;0;1;6153.962088;25153.56566
53;61979.30235;6;3;574;16763.59288;12;1;0;15393.00788;48164.04658
38;37714.31629;12;5;548;23008.38449;19;1;1;9708.345625;31666.8688
40;35418.00689;12;3;506;9531.915537;47;0;1;3930.328973;19741.29532
42;33638.20352;9;3;582;23358.84515;30;0;0;8427.111968;18739.57067
24;29956.88285;14;3;587;13751.09165;49;1;1;12230.61215;32435.2491
53;30324.47133;12;2;530;37704.73587;8;0;1;3485.163308;12358.6959
20;24240.37048;14;3;646;31611.73849;7;0;0;3456.718047;3528.169587
53;33092.85054;2;5;686;6404.285796;16;1;0;4902.043799;12752.69021
64;34477.29504;6;4;511;32285.51377;10;1;0;330.981337;-388.3519014
48;37964.22108;10;3;607;12668.6562;38;0;0;17275.29912;32294.53126
36;31207.64172;5;5;692;28941.96817;19;0;0;5624.462555;17246.66905
25;33126.90453;10;3;608;54398.29458;5;1;0;16790.83566;40790.07807
24;26544.67132;7;3;827;43482.95115;42;0;0;11568.87039;25344.67926
41;41467.33582;1;2;525;33761.03783;23;1;1;9377.633074;40490.5845
18;49978.4607;14;3;744;14398.08426;4;0;1;19230.40481;12458.97653
29;37205.25245;8;5;848;45454.47043;49;1;1;711.8610361;32200.05448
35;45456.8057;7;3;685;17432.09149;36;0;0;11389.9215;16216.55714
63;74640.25006;7;1;791;45366.9015;38;0;1;26951.56171;52136.26602
32;29198.02711;8;3;594;42502.16577;7;0;0;10577.46067;21878.77333
54;86987.88092;2;3;620;41306.61835;42;0;0;10078.0958;23778.81125
23;34038.60618;13;1;709;14710.68114;17;1;0;3967.403958;15950.42403
32;33769.82882;2;4;557;29678.77956;41;1;0;11136.41381;21789.78729
36;31288.81839;1;4;543;50545.37263;14;1;0;633.202029;18991.42186
46;31016.10027;4;3;523;60033.61419;13;0;0;12352.6329;45812.7226
24;13540.80978;6;4;722;19263.87655;16;0;1;9105.467442;30249.1129
62;57077.05156;8;4;733;33643.79658;5;1;1;12193.11737;45099.52481
41;55822.65831;11;3;700;90853.81256;40;0;1;17072.45777;20440.286
44;67983.57125;13;3;717;36667.94046;2;0;0;29182.52724;22176.13577
50;46823.41169;1;2;502;41524.2343;25;1;0;7229.30289;41355.63401
27;65106.89366;12;3;615;56641.01981;25;0;1;15550.52202;47939.60589
18;40514.50299;5;2;781;37242.36901;22;1;0;7127.837963;39141.77238
47;46774.16168;2;1;846;24372.35294;30;0;0;6119.076646;36609.11611
64;54105.00394;5;4;670;26437.0588;1;1;0;780.6104004;22808.66983
64;87406.17988;11;2;805;16472.61828;2;0;1;4596.962617;33864.28186
54;62424.67228;2;1;595;32094.82335;39;0;0;14346.21009;33936.97387
63;59364.68896;12;3;604;78143.12881;12;0;1;18449.90848;37865.45418
26;46545.15277;2;2;541;20933.0746;1;0;1;6479.335868;25193.70682
55;56254.06457;2;5;832;56717.91744;42;0;1;19530.05885;41768.29522
26;31501.15348;12;4;648;54757.27447;35;0;1;8253.974339;18472.75551
44;36105.72998;13;2;771;12317.11107;8;1;1;5248.749159;25483.35054
62;96492.31084;14;3;685;49607.12837;39;1;1;26341.54572;61302.15042
25;63218.60895;9;2;762;29962.50319;19;1;1;1005.540585;9820.549636
34;55645.83403;3;1;656;47177.31674;26;0;1;5726.052632;30492.07027
41;61634.90868;13;3;819;14670.56892;5;1;1;10579.99044;42346.20718
47;26251.67916;3;2;669;33395.41677;43;1;0;7471.147317;23680.1999
35;30919.8563;3;2;516;70783.36584;0;1;0;9074.734209;42569.53576
26;47474.3835;13;4;754;58041.31631;21;0;1;27137.6327;38290.96833
61;38829.84436;7;4;715;30901.01403;18;0;0;4947.061209;28297.86602
53;45955.8472;2;1;539;30008.10491;9;0;1;5361.315603;29563.25278
45;48684.9798;10;4;757;40055.04376;48;0;0;7373.751267;23686.68639
48;31600.72187;0;5;830;24846.66539;22;1;0;10119.1354;22606.48187
20;27926.262;1;1;532;33564.61971;34;0;0;3099.858385;23345.97434
46;69446.53359;12;3;563;68184.81452;14;0;0;20422.93396;35782.0044
29;39449.70477;2;1;832;18234.01287;20;1;0;12892.65201;43769.99675
52;31214.91753;11;5;781;41749.36597;24;0;0;11798.7059;35346.23404
21;20469.40854;4;5;769;38684.74819;35;0;0;4585.903758;26890.19595
23;72779.0167;10;1;502;68275.9005;27;1;0;11010.5498;29056.52752
45;45436.82074;5;4;609;34497.40878;39;1;1;7949.471075;32041.80612
46;18523.31286;5;4;567;41699.61984;16;0;0;15687.31677;34166.14041
38;40201.54892;0;4;839;29575.39236;28;0;1;6003.981439;15548.76709
20;62244.4566;10;2;830;27678.734;47;0;0;10656.78331;32783.73709
55;34017.63492;6;3;509;33350.75743;0;1;0;14394.6357;51114.55137
26;44660.62997;3;3;844;18007.14524;44;0;0;7912.182497;31441.04617
36;32673.59469;10;3;625;11776.68951;39;0;1;5800.054977;36288.27647
52;41441.99105;13;4;679;53509.27508;9;1;1;20906.91067;37212.24222
51;69621.39381;6;5;595;14617.80506;41;1;1;4121.643757;17374.51705
51;40902.00457;1;4;652;14242.78184;18;1;0;14205.64654;28180.73847
50;41023.39788;0;2;574;61739.76261;5;0;0;5017.251845;22597.44942
64;55055.79372;12;2;574;31012.76406;23;1;0;17374.6597;25322.61084
27;68626.33307;13;4;555;89401.59137;38;0;0;7760.964929;12765.65588
41;62317.37374;5;1;521;48321.59142;48;1;0;5135.460382;27238.10857
36;81882.2541;4;5;541;41966.75828;2;0;0;7418.672848;31969.16728
37;39387.40662;11;1;761;25938.93654;18;0;1;11239.17464;32955.5857
57;44964.32405;11;3;730;23268.71008;16;0;0;5871.412685;22703.0759
40;35540.67866;11;4;580;57238.91007;0;1;1;12830.75573;41090.95957
18;27302.5428;0;1;553;36822.83495;13;1;0;1663.7419;7872.450073
44;27534.20135;1;2;531;26857.79067;48;1;1;14401.28159;37794.82975
31;21450.30367;1;1;728;36174.39361;10;0;1;724.1306749;21926.97525
35;38519.52046;9;1;539;26182.5057;20;0;1;13195.50729;30153.8768
54;39567.3115;14;2;691;28146.53589;16;0;1;12235.01455;20363.98221
33;48605.52279;14;5;594;10111.65352;46;1;0;13287.02124;35007.56258
42;77054.6175;4;4;517;46872.72158;21;1;1;5450.738416;40600.4467
54;44743.33714;1;2;533;60488.47716;36;1;1;4769.413163;24060.31744
39;47605.83091;1;3;799;48426.15508;29;1;0;7999.503124;19149.93128
46;78314.19392;8;2;677;24733.44596;27;1;0;24900.23056;42468.63028
56;34192.56601;2;4;668;18418.45819;34;0;1;11206.73953;37182.29443
20;52671.09336;1;4;513;9900.347125;21;1;0;17742.27497;27699.9104
19;45384.34568;8;3;558;48993.67382;35;1;1;50.01420035;27615.95953
56;81318.61621;11;5;848;14160.52953;26;1;1;5085.64368;36553.21244
51;54268.93373;11;5;590;32382.39945;34;0;1;6295.502258;19500.51753
48;32819.36315;9;3;818;32411.62736;26;0;1;2140.701493;26141.15653
39;76269.34567;1;1;832;16110.62678;34;1;1;9927.984666;34125.14015
48;51701.18924;11;2;747;39616.31756;45;0;1;9592.214842;40316.02116
55;33303.01092;5;5;709;30965.97876;17;0;0;8597.81274;23964.99288
50;40642.66691;11;1;542;27654.06482;18;1;1;13304.11753;46853.29163
26;27767.04206;3;4;801;65121.71933;0;0;1;14204.45233;33157.15045
28;58139.96924;11;2;794;28006.95451;25;0;0;2042.1344;31343.68294
48;47236.68887;13;5;598;29534.89219;7;0;1;4784.651575;27209.9145
50;46147.73853;8;2;808;3705.44499;9;1;1;7204.1135;22783.50885
41;27003.44296;0;1;825;22377.81981;45;1;0;12966.0827;24887.63212
25;30379.57656;13;3;809;21514.00145;5;0;0;8758.818639;23263.31351
58;51612.51368;5;1;508;37838.73444;28;0;1;21820.01876;32084.65405
26;90919.04495;12;4;798;46947.95599;24;0;0;11291.88076;32944.02072
18;48287.8186;10;3;723;11016.11595;46;1;0;19334.8163;34402.89399
28;54443.91846;7;3;568;29073.47131;33;1;1;15631.67798;43793.93787
44;39672.8158;14;1;696;18274.92343;12;0;0;3727.710308;3466.379925
42;53229.18759;13;5;517;31253.81257;22;0;0;19171.53182;36072.39036
20;65924.8493;0;3;835;42118.09525;29;1;0;14314.29444;30018.59501
59;21846.18327;14;5;646;17937.2542;8;0;0;19117.72507;53213.8248
31;33471.73176;9;2;723;49837.8498;22;1;1;7875.118237;31188.5143
36;57057.2042;14;5;759;41942.32339;34;0;0;9529.194865;32933.54551
43;62982.94633;5;5;701;25493.67194;31;0;1;5816.854999;39953.5627
60;24629.30468;13;1;595;9586.163626;5;0;1;2450.553185;26974.12724
50;64765.16553;11;5;549;41969.27614;23;1;1;4459.182521;23136.81746
62;55283.71292;2;2;720;18281.25558;19;0;1;4747.537549;9252.203326
32;62102.56165;2;1;662;28628.95644;45;0;0;16808.88687;37091.49661
47;57500.23908;6;5;741;9470.542989;23;0;0;2853.134057;32367.34547
62;63001.59695;11;4;835;41702.42655;10;0;0;11537.67574;21918.58224
35;62109.62185;10;4;757;2874.563435;10;1;1;21386.67106;54242.08095
60;45312.40122;11;5;761;54277.32192;27;0;0;3011.853919;44935.21936
30;38362.88568;3;4;513;23203.14955;16;1;0;2256.286849;32303.66552
43;50799.09845;5;4;783;30021.41777;21;0;1;5452.704665;25348.61438
37;61888.48444;14;4;528;29805.40293;19;0;1;7142.713574;15332.9585
31;43199.05055;9;3;663;28926.62657;44;1;1;4380.07959;12530.16299
20;69409.83017;11;5;768;25251.02381;25;1;0;3848.985811;30224.22194
24;53179.60208;8;5;729;20757.51497;46;1;0;20561.20862;39422.41255
31;12160.38306;9;2;811;26100.43631;12;0;1;4678.366004;3716.32839
54;57962.02356;1;5;619;54317.26361;4;0;1;14618.21633;43354.32588
18;41462.52599;8;5;680;28280.1777;26;1;1;4169.837346;27100.78975
64;91986.89228;5;2;548;8706.108044;36;0;0;16264.47547;37032.19111
39;79140.34847;5;4;817;14643.54107;34;1;1;2465.176331;28654.4735
30;95008.24801;6;5;548;19129.19964;4;1;1;12919.12176;36799.9506
35;33147.75789;7;1;589;28186.99832;24;0;0;9489.622611;-1005.15801
56;44852.97914;5;3;634;31002.04317;32;0;1;9739.406689;31163.55183
46;91782.71013;7;2;693;34244.71221;1;1;0;8472.888774;30896.40355
55;65191.592;10;3;506;27738.51799;25;1;0;11995.67788;29780.29461
49;76111.41066;4;1;782;18461.19625;48;0;1;13385.20131;22204.36358
31;35345.61053;4;2;519;15680.10954;11;1;1;10403.21496;43904.43949
21;31019.37094;6;2;712;19204.95142;14;0;0;5369.853455;24396.89758
61;22454.34972;10;5;820;29199.37134;5;0;1;4601.938967;24003.25122
53;35377.33663;11;1;767;30050.26706;14;1;1;12255.57532;24642.29769
44;45056.00932;4;4;578;44721.59991;9;0;0;10705.45641;31544.34307
58;37221.99413;5;1;847;9232.504707;7;1;0;31529.55169;53705.59963
35;48417.04671;6;3;792;11407.76716;14;0;0;4258.515465;8871.692105
41;29523.52802;13;1;737;16148.98507;27;0;0;11395.92082;35289.85367
42;54392.53665;14;4;704;28542.48952;21;0;1;7380.622484;30856.23997
40;75791.94732;9;5;552;23644.87141;7;0;0;14404.26401;31169.15014
21;44979.29971;14;2;636;14551.85945;45;0;0;1891.212321;16391.84174
52;55088.49059;1;2;541;56828.79546;12;1;0;11437.19831;20840.16039
57;97705.85377;14;5;668;25619.21898;27;0;1;1546.855926;23204.77022
61;35463.97244;1;5;695;13807.27314;49;1;1;13302.209;52628.59451
50;76616.95724;1;5;600;34911.36092;32;1;1;19465.50222;40539.33478
54;28062.86865;4;3;730;38991.25716;20;0;1;1921.640818;35812.69036
52;22070.20474;9;3;501;78811.78378;37;0;0;21365.25722;52043.75478
38;23694.78358;10;5;697;24891.38135;24;1;0;3345.331222;14354.50692
43;64655.57272;4;3;754;54481.48007;26;0;0;2872.729648;15855.73615
57;28687.78441;6;1;844;23832.75987;24;1;1;25577.21228;34415.26959
53;38134.59451;11;5;566;30573.35044;39;1;0;2391.249981;24698.73717
45;63645.32704;5;5;667;17277.86747;38;1;1;36006.14933;39127.2603
62;49037.23613;12;4;844;18826.87762;41;1;0;5511.446525;31501.68503
33;28363.87363;2;2;595;14746.01782;36;0;0;3508.16839;4072.920343
30;71203.08358;3;5;718;26967.36507;8;1;1;2477.757602;31747.68071
48;50135.81581;2;3;589;29255.25556;49;0;1;14358.65497;31815.98476
37;30130.13637;7;5;500;30016.81484;4;1;1;5747.943415;29940.22506
63;25145.54436;2;2;595;18696.71757;20;1;1;6690.955559;36227.27741
19;62416.28773;14;5;667;43943.48492;9;0;0;11552.132;37558.35061
24;23736.61412;2;4;599;13998.46117;34;1;0;14333.71322;34346.09745
52;63345.87052;5;5;778;33610.98138;26;1;0;11734.36548;66690.71281
18;46170.40476;13;5;835;38500.4904;37;0;0;9910.975498;39197.98941
33;18303.2654;1;3;587;27734.61096;28;1;1;2961.382922;44074.60719
26;28455.57021;7;4;664;33110.19112;37;0;1;3944.381179;-102.7917191
50;47996.02877;4;5;784;27952.39231;6;1;1;4896.623816;36879.14922
62;43915.35296;4;4;594;15621.86085;35;0;0;4710.093123;43613.43246
47;64679.54109;7;1;525;4609.660612;33;0;1;23660.10572;38548.71792
24;47670.7025;5;4;756;22693.22248;14;1;0;6874.706699;39200.3109
30;46057.71676;2;1;576;16718.05002;16;0;0;4837.320151;26839.16905
44;40854.83478;0;4;642;18101.59569;7;1;1;12482.92035;51842.08146
59;22155.46882;6;1;563;22168.94951;43;1;0;22361.92896;18682.6173
51;21587.97468;0;3;829;22300.65458;13;0;1;10038.96203;26711.4525
30;31446.30322;1;3;616;37257.68765;19;1;1;7500.41228;13866.76218
45;13923.02472;2;1;531;53912.35368;25;0;1;3469.775613;22525.18722
32;44895.67053;10;1;849;52407.57;21;1;0;3127.867383;25447.19459
55;27377.70202;7;5;541;20282.68587;40;1;0;13628.12738;14551.93579
36;66915.5127;13;1;672;50482.02211;10;0;1;678.9664016;12659.69961
38;26887.18968;2;2;657;12669.30682;4;0;1;14671.2643;37917.67787
54;30282.30211;4;4;805;7478.179938;8;0;1;9803.759554;31043.57396
58;75790.61667;8;3;600;11155.04998;22;0;0;3287.783196;26569.42027
37;42585.48153;9;1;836;32243.52421;9;0;1;12413.47053;23298.67101
20;60272.57971;7;1;766;61886.22262;41;0;0;2429.901392;11546.92759
31;61492.66579;9;5;689;12369.87034;27;0;0;11136.78584;33255.68427
21;70663.14491;11;5;569;30070.17854;45;1;0;25129.30437;57029.55669
29;28252.6827;8;1;716;24097.95306;45;0;1;527.0266865;14098.95705
53;37021.79849;1;3;638;19241.16157;33;0;1;10638.79332;26605.81812
34;30538.82036;5;3;699;58464.34222;10;1;1;3118.905508;18794.26648
30;52132.53969;9;4;523;45045.19038;30;0;0;4287.764982;35888.14582
19;19218.75232;3;2;708;22204.39357;10;1;1;14760.73004;25025.16743
43;49320.41323;9;3;558;30337.02488;45;1;1;9644.95291;42752.1975
56;24525.36745;14;3;711;12936.705;13;1;1;14215.57365;30630.21739
53;46605.43672;2;3;516;22810.84881;4;0;0;2289.716981;21036.47876
38;25747.77981;10;3;685;28311.97448;4;0;1;3988.465594;7976.551788
55;60616.74208;6;1;532;39275.21554;7;1;0;3412.479822;7865.163811
38;75985.26698;8;3;623;10393.7908;45;0;0;2671.09782;33912.5097
53;58310.5186;4;5;661;27931.1284;27;0;0;1578.103083;25299.43826
40;28371.21781;14;2;674;12059.96565;38;0;0;4925.239829;16980.12824
45;56252.33584;6;2;623;43552.47581;45;1;1;12924.88789;39592.89801
34;55462.70704;9;2;628;89088.02069;18;0;1;12124.90742;35871.20075
28;48724.56709;1;4;617;23478.56205;10;0;0;2877.554617;15779.35132
56;50557.43382;9;2;626;18192.52443;37;0;1;10983.0573;38893.39194
60;51898.1521;7;3;675;30143.08147;11;0;0;23896.91659;28933.11976
24;21498.71828;7;3;683;53633.03058;46;0;0;12694.97993;30389.58913
25;25318.45;12;1;715;5050.209985;40;0;1;31673.72008;38956.9162
59;49710.88291;2;5;548;43348.8087;2;1;0;6849.237563;35986.64377
47;21005.73242;14;3;613;17672.0976;40;0;0;2409.874218;21846.01142
40;41329.95452;2;2;619;11494.83042;37;0;0;3820.066356;25501.45032
57;29606.08872;6;3;829;30146.88205;11;0;1;5770.86757;26364.42619
51;13181.53169;0;5;803;19712.95452;48;0;0;837.3882439;16741.66688
64;24835.34022;6;4;630;15453.36317;35;0;0;7429.264247;17117.00565
29;67977.41006;2;3;838;42905.85608;13;1;1;30230.81427;36473.25725
40;24220.30557;0;1;519;40189.69028;9;1;1;15038.18885;34540.54899
30;75819.54102;4;5;726;43163.31268;3;1;0;4588.880719;22198.43709
39;26500.93144;5;2;794;13357.9146;30;1;1;1680.466437;18921.29174
43;44768.88797;1;3;677;45118.2034;22;1;1;5759.300467;21628.32413
20;46982.27949;12;3;813;29299.08411;37;1;0;919.9696783;22416.13729
32;49070.34737;11;2;821;17641.09309;4;1;0;7091.900852;27283.25642
