distancia;peso;volumen;modo_transporte;urgencia;fragilidad;num_paquetes_cliente;tipo_cliente;distancia_centro_distribucion;costo_combustible;costo_envio
254.7664302;9.548026416;0.094456811;Terrestre;Normal;Frágil;15;Individual;66.34149413;2.519828901;406.5804445
80.85430344;1.821804845;1.418257584;Marítimo;Normal;Frágil;6;Empresarial;65.0100467;3.35245128;245.2414418
350.2154828;11.77922555;0.226606716;Marítimo;Normal;No Frágil;3;Individual;35.62236003;2.927790138;297.9039628
126.2550357;4.072688726;0.278618175;Aéreo;Normal;No Frágil;17;Individual;28.06038713;3.056301511;252.9690117
320.2346929;14.37699932;0.221883841;Aéreo;Express;Frágil;9;Empresarial;48.15904305;3.539923189;354.9379073
323.645428;14.0463449;0.078053191;Aéreo;Normal;Frágil;1;Empresarial;26.82254272;2.728998403;254.9085715
146.3580844;3.375714372;0.2844469;Aéreo;Express;No Frágil;18;Individual;56.65143908;2.490237605;361.2290742
299.0300487;5.847254924;0.062170406;Terrestre;Normal;Frágil;18;Individual;15.04961435;3.109555584;344.2284975
143.2556995;6.655275131;0.148328468;Marítimo;Express;Frágil;15;Empresarial;89.92205013;2.759365425;382.1702987
246.0677228;11.91070648;0.004407279;Marítimo;Normal;Frágil;10;Empresarial;24.97726521;3.478566106;277.8956612
365.657718;4.671654717;0.461492671;Marítimo;Express;No Frágil;8;Individual;57.37048769;4.010328544;384.2188189
119.2162909;5.919878238;0.977090855;Aéreo;Express;Frágil;8;Empresarial;25.78768561;3.756181961;197.7004164
262.9455479;12.16697299;0.372291316;Aéreo;Express;Frágil;1;Empresarial;82.73955521;2.024076766;340.969273
206.1490947;1.698765923;0.74838926;Marítimo;Normal;No Frágil;6;Individual;106.6817571;3.008797772;398.1956295
139.2328507;20.89659001;0.927730695;Terrestre;Normal;Frágil;14;Empresarial;15.53152113;2.956183505;247.8131659
423.7585066;5.14345209;0.601920212;Terrestre;Express;Frágil;11;Empresarial;8.168671434;2.259894186;322.8744225
309.4597419;8.222889769;0.03789041;Terrestre;Express;Frágil;11;Empresarial;34.93030372;3.549102921;323.0108507
210.7370698;21.35335755;0.053446131;Terrestre;Express;No Frágil;14;Individual;49.71967781;3.280203288;369.9453163
150.675044;2.365774701;0.322804643;Aéreo;Normal;Frágil;17;Individual;15.56740185;3.191381987;266.3989309
138.8672269;2.445061568;0.209136824;Terrestre;Normal;No Frágil;5;Individual;53.51843644;3.727011988;205.315805
162.4909429;2.939924049;0.036473341;Aéreo;Normal;Frágil;5;Empresarial;39.71123604;4.044894841;236.9027361
309.1623595;5.256889901;1.399416057;Marítimo;Normal;No Frágil;11;Individual;28.45644536;2.958162554;293.4195761
222.3990118;9.087633052;0.346121049;Aéreo;Normal;No Frágil;14;Individual;34.28316719;3.085179784;316.0754289
125.8872802;12.31322954;0.502869682;Marítimo;Normal;Frágil;9;Individual;11.36898338;3.527197429;176.6846129
472.9384072;8.454387629;0.022715534;Terrestre;Express;Frágil;7;Empresarial;25.01872746;2.868044273;366.6097489
495.5262542;3.57991641;0.784213091;Aéreo;Express;No Frágil;17;Empresarial;2.325399905;3.396697501;406.1099911
111.1680299;8.733265199;0.600393221;Terrestre;Express;Frágil;18;Empresarial;29.97188705;3.048440547;279.5111546
475.8477271;3.464167279;1.319792509;Marítimo;Express;No Frágil;13;Individual;35.99558806;2.088065721;435.9884401
380.3529094;2.97220843;1.724652381;Terrestre;Express;Frágil;17;Empresarial;64.68408665;3.729310326;474.0673896
363.7047632;2.386792958;0.219309296;Aéreo;Express;Frágil;18;Empresarial;34.2776691;3.150794864;413.8579529
277.4118339;4.572300633;0.746496233;Terrestre;Express;Frágil;16;Individual;35.264369;2.658347715;349.4714685
167.634626;8.843934435;0.048457022;Aéreo;Normal;Frágil;10;Individual;25.05989987;2.746999032;220.5973571
358.7618199;2.382775814;0.007487738;Aéreo;Express;Frágil;10;Empresarial;93.54712531;3.932516066;463.6299223
228.9471654;2.704113219;0.250238398;Aéreo;Express;Frágil;12;Individual;30.02392227;3.107212465;293.2523315
265.0190994;9.948804964;0.127679145;Terrestre;Express;No Frágil;10;Empresarial;29.19485748;2.840316606;303.4376046
409.1790208;10.09490909;0.62528423;Marítimo;Express;No Frágil;11;Individual;10.24371303;1.788565292;344.0087293
313.8926432;3.65365177;0.256463684;Terrestre;Normal;No Frágil;11;Empresarial;11.88527259;2.430386644;280.6341744
221.299982;0.80298225;0.935404993;Terrestre;Normal;Frágil;10;Empresarial;85.86670771;3.087313253;381.1009014
372.8377269;6.798014771;0.035513806;Marítimo;Normal;Frágil;11;Individual;6.950644875;3.1939021;312.2568315
247.3461801;5.223748567;0.256253869;Marítimo;Normal;Frágil;18;Individual;27.97342135;2.494747657;333.4710084
498.9566397;4.764072353;0.974990038;Marítimo;Express;Frágil;16;Individual;23.18404795;3.529055078;427.2087131
231.9204799;5.719467645;1.699861209;Marítimo;Normal;Frágil;10;Empresarial;7.307579274;2.553337319;208.1947955
383.1859938;8.27898805;1.598833969;Terrestre;Express;No Frágil;8;Empresarial;51.70393054;2.899204209;360.8919173
264.6206949;2.017799001;0.619040127;Aéreo;Normal;Frágil;12;Empresarial;35.76059002;2.80069064;321.3874173
342.4075428;5.518972973;0.270651647;Aéreo;Express;Frágil;19;Individual;9.260598953;2.200012475;354.1741613
528.6652773;5.022104555;0.31258329;Terrestre;Normal;Frágil;15;Empresarial;103.892417;3.927729007;588.6565431
400.3758136;8.795437318;0.804901262;Aéreo;Express;No Frágil;18;Individual;66.6739744;3.806772577;508.9596664
124.6100401;10.74657612;1.11053974;Marítimo;Express;No Frágil;4;Individual;1.844014683;3.37414342;121.2892337
303.6698748;8.389062827;0.086951668;Aéreo;Normal;Frágil;19;Empresarial;81.55989476;3.672534;483.2783605
193.7852543;7.879890399;0.368702945;Aéreo;Express;No Frágil;2;Empresarial;12.34848521;2.861122853;160.1316298
129.1585793;6.93146369;0.098881174;Marítimo;Express;Frágil;17;Individual;66.07247376;3.343754298;351.911199
174.392513;1.367734392;0.188341644;Terrestre;Express;Frágil;16;Individual;25.36456946;3.73494531;252.6697384
302.5538782;4.860840646;0.504154209;Marítimo;Express;Frágil;8;Individual;33.19168509;2.39316402;306.8167703
546.5362231;8.525451125;0.212846556;Terrestre;Normal;Frágil;18;Individual;31.73882345;2.814682839;490.1272532
234.9487847;1.973958967;0.247861566;Terrestre;Normal;Frágil;8;Individual;40.12485744;2.98230341;268.1718837
284.1672481;1.384511408;0.016790155;Aéreo;Normal;Frágil;14;Empresarial;46.05331688;3.324360974;357.9744027
190.9485986;5.860517079;0.4654095;Marítimo;Normal;No Frágil;16;Individual;10.30728287;3.315762765;267.1677047
459.8619285;2.319975445;0.356930492;Aéreo;Express;No Frágil;3;Empresarial;7.417786942;2.540450476;267.5728627
135.36336;1.400784707;0.293071325;Marítimo;Normal;Frágil;19;Individual;43.20709146;2.140246974;325.1302822
305.9422438;7.160652245;0.318584667;Terrestre;Express;No Frágil;3;Individual;33.16517521;3.410700354;262.1738846
192.6033263;6.976020224;0.927141498;Terrestre;Express;Frágil;1;Individual;41.98932596;2.468142917;208.255227
274.8400127;15.56140132;0.080819294;Terrestre;Express;Frágil;9;Empresarial;20.20162499;4.142587555;281.1762535
378.8182175;1.047802049;0.367914627;Marítimo;Express;No Frágil;4;Individual;18.91910131;2.800735891;288.033291
174.2487381;4.982853932;0.590383254;Terrestre;Normal;Frágil;16;Individual;4.461193714;3.577508462;225.0866931
425.7887043;4.648448078;1.562961423;Aéreo;Express;No Frágil;19;Individual;38.41179048;2.599218507;469.0321604
192.0765261;2.769818654;0.314921141;Marítimo;Express;Frágil;2;Individual;46.02010843;2.651376705;228.3607745
221.3083534;3.040730536;1.180728631;Terrestre;Express;No Frágil;16;Individual;45.24520716;3.196727429;342.8127773
230.0632015;5.35091836;1.557481063;Aéreo;Express;Frágil;1;Empresarial;33.33418793;3.627269564;205.9437532
183.5290034;1.080706805;1.584468287;Marítimo;Normal;Frágil;16;Empresarial;17.17486011;3.007974211;274.2245717
354.8090078;6.598400082;0.183159649;Terrestre;Express;No Frágil;14;Individual;16.621269;2.483254452;334.5263291
473.5348503;6.737118035;0.20971346;Marítimo;Express;No Frágil;11;Individual;83.14857351;3.377457843;484.3886689
267.2914902;11.9184641;0.71462233;Aéreo;Express;Frágil;9;Individual;59.02777445;2.278102891;353.8359543
212.8816377;2.678727266;0.050687776;Terrestre;Express;No Frágil;17;Individual;69.90665023;2.582981967;393.8723273
172.4779538;7.02641437;0.018254495;Terrestre;Express;No Frágil;16;Empresarial;42.89472052;3.341168239;283.7119333
338.344963;7.075969749;0.665309491;Terrestre;Express;Frágil;7;Individual;23.62532204;2.8214481;266.5258236
210.4954875;8.630674557;0.232901953;Aéreo;Normal;No Frágil;13;Empresarial;55.77971663;3.234876617;355.9117938
412.4382421;0.547199809;0.231244348;Terrestre;Express;Frágil;10;Individual;13.17061539;2.804200073;316.6713587
152.2187396;2.02309775;0.246080252;Aéreo;Normal;No Frágil;10;Individual;30.57775134;3.724513296;213.8652931
115.2347807;4.786687015;0.520275776;Marítimo;Normal;No Frágil;4;Empresarial;13.12436377;3.399957976;122.9358217
220.1982039;5.115289923;0.748882673;Aéreo;Normal;Frágil;9;Individual;115.1599053;2.786513611;435.2208013
238.8439602;2.217011287;0.063992907;Terrestre;Express;No Frágil;16;Individual;54.93315672;2.670968888;368.0851829
147.2362321;1.803409609;0.613033111;Marítimo;Express;No Frágil;9;Individual;35.1402874;3.497220568;219.2592247
86.58193129;6.273978135;1.068563768;Aéreo;Express;Frágil;18;Individual;32.96483593;2.917477896;288.0705773
251.2881537;12.50786654;1.375109208;Marítimo;Normal;No Frágil;7;Individual;36.94826483;4.184536697;295.278963
269.1703795;3.863117587;1.070007422;Marítimo;Normal;No Frágil;6;Individual;65.82662821;2.915515569;312.6848176
173.3271829;3.252403553;0.18492542;Aéreo;Normal;No Frágil;6;Individual;13.71837358;2.17828892;168.7828562
222.4394233;0.291202748;0.970069359;Aéreo;Normal;No Frágil;13;Individual;21.67324467;3.640511974;264.9074194
159.2246464;9.000652771;0.258542838;Marítimo;Normal;No Frágil;10;Empresarial;46.17977629;2.253762928;251.0862084
272.0232368;10.29407197;0.302258581;Marítimo;Normal;No Frágil;1;Individual;32.35305982;2.406399896;238.7594821
153.6037415;3.525688622;0.118069657;Terrestre;Express;Frágil;14;Individual;62.00244513;2.310432048;328.240701
167.4564186;1.679336781;0.139321045;Terrestre;Express;Frágil;3;Individual;26.21767887;3.245011699;170.2743105
243.1187319;12.17885207;0.533131167;Marítimo;Normal;No Frágil;18;Empresarial;36.06941519;2.926796905;353.8517997
256.0807606;3.492970774;0.093768225;Aéreo;Normal;No Frágil;5;Individual;72.78727183;2.262074317;334.2455239
315.0140886;4.744954383;0.627190442;Terrestre;Express;No Frágil;10;Individual;22.44107286;2.338834896;280.985446
370.6470614;4.920829184;0.125066071;Aéreo;Normal;No Frágil;17;Empresarial;24.66957084;2.572411091;379.9438697
344.4969037;8.475046532;1.78547149;Marítimo;Express;Frágil;11;Empresarial;87.60089599;3.460653586;452.2376197
375.3908648;17.36949686;0.502909424;Terrestre;Express;No Frágil;9;Individual;75.46658493;2.524863737;446.5762036
383.9234396;4.242430891;0.641018934;Terrestre;Normal;Frágil;8;Empresarial;51.1346199;2.873202299;367.5402961
154.8233376;7.23801677;0.52654106;Terrestre;Normal;Frágil;10;Empresarial;35.90628278;2.321166805;234.9821765
276.1886605;4.450523037;0.406410329;Aéreo;Normal;No Frágil;19;Individual;32.96277169;2.951629767;371.3820085
217.4986911;5.554994218;1.068667639;Marítimo;Express;No Frágil;19;Empresarial;48.60453863;2.175760458;367.4221224
120.2900193;4.571513175;0.259297966;Marítimo;Normal;No Frágil;5;Individual;53.63810437;2.631815963;217.3677354
226.8519565;4.391957898;0.608845126;Marítimo;Normal;No Frágil;12;Empresarial;12.60543205;3.032682247;267.9377564
307.4466088;6.033870355;0.256970578;Marítimo;Express;Frágil;8;Individual;16.8049153;2.020572419;284.0754077
104.4895725;4.434211561;0.055088125;Aéreo;Normal;Frágil;13;Individual;69.08464891;2.852259234;326.3299826
160.4142367;7.899269425;0.020921639;Terrestre;Express;No Frágil;9;Individual;19.51419499;3.271118047;223.9376912
443.7054621;6.990054316;0.153332394;Marítimo;Normal;Frágil;9;Empresarial;27.34563965;2.428313516;362.3681071
155.7319057;7.648349962;0.044327316;Terrestre;Normal;Frágil;13;Individual;51.72719377;3.626784532;291.3985215
318.6221223;1.862689355;0.151347988;Aéreo;Normal;No Frágil;6;Individual;58.92894939;2.646249828;333.6221298
276.037609;1.97222518;0.220980582;Aéreo;Normal;No Frágil;4;Empresarial;63.88612739;2.633465062;316.5272608
179.1229915;7.150479279;0.319386481;Terrestre;Normal;No Frágil;18;Empresarial;37.30055852;3.071635843;306.7849764
263.7329101;12.85999823;0.663988249;Marítimo;Normal;Frágil;5;Empresarial;10.1315521;3.096803328;236.5314536
166.1463672;3.43926729;0.252018916;Aéreo;Normal;No Frágil;7;Individual;64.86110162;2.854829816;291.0157959
307.9360345;3.27625245;0.954717116;Aéreo;Express;No Frágil;14;Empresarial;90.37318398;3.19865675;475.4230126
90.23057432;3.332270589;0.287035649;Aéreo;Express;No Frágil;9;Individual;38.53093805;2.18066898;192.3403474
193.8987765;1.008405551;0.700476635;Terrestre;Normal;Frágil;9;Individual;13.28702719;2.416345747;195.8084626
288.2462502;5.048632984;0.235604671;Aéreo;Normal;No Frágil;16;Individual;23.11885779;3.602692054;337.7425278
484.769969;10.57569976;0.081395447;Aéreo;Normal;No Frágil;17;Empresarial;43.68582863;2.494621714;484.2241545
326.0423151;11.68038585;0.991252114;Terrestre;Normal;Frágil;8;Empresarial;41.58901442;3.178064822;319.8896687
212.6373316;2.051236935;1.477569351;Terrestre;Normal;No Frágil;16;Empresarial;124.450277;2.942302424;486.92187
175.377995;10.82261413;0.319899067;Marítimo;Normal;No Frágil;13;Individual;40.44138563;3.562391651;305.5812014
215.8038125;5.879249037;0.294142138;Aéreo;Express;Frágil;2;Individual;39.37825128;3.440889626;223.5299366
248.6935395;5.28100813;1.218702593;Aéreo;Express;No Frágil;16;Individual;19.02089843;3.315722556;317.3432805
260.8518739;14.53377585;0.666711629;Aéreo;Express;No Frágil;15;Empresarial;23.50352748;1.268310532;331.106164
221.4280404;3.544941408;0.653539743;Terrestre;Normal;Frágil;7;Individual;26.06889059;2.783766826;226.0116353
197.2296948;0.954320068;0.496963041;Marítimo;Normal;No Frágil;12;Empresarial;69.51663442;3.481996491;349.4532241
130.007244;1.424584562;0.134769855;Marítimo;Express;Frágil;7;Empresarial;54.32459762;3.159170702;234.4350448
286.618141;4.561769831;0.043224898;Terrestre;Express;Frágil;7;Empresarial;32.8622477;3.426604319;280.4047908
404.691817;5.416100967;0.927817512;Terrestre;Express;No Frágil;2;Individual;4.997973836;3.430898401;247.0405981
129.6474636;5.384453679;1.242891687;Terrestre;Normal;No Frágil;3;Empresarial;27.20730155;3.117669634;145.1834253
97.31421112;4.209694306;0.685399354;Aéreo;Normal;Frágil;3;Empresarial;98.45905167;2.007813161;296.840623
150.5565807;8.885773629;0.034200616;Aéreo;Express;No Frágil;17;Empresarial;30.73517695;2.337506604;302.0545913
202.8372192;1.739373097;0.2851533;Terrestre;Normal;Frágil;2;Individual;94.12507964;3.866839942;303.6566413
189.5049165;2.747515695;0.089415434;Terrestre;Express;Frágil;14;Individual;26.74866102;3.280130405;279.2838436
190.8416774;3.061500397;1.707609711;Terrestre;Normal;Frágil;11;Empresarial;80.61994477;3.31572585;349.9320093
209.6306491;4.441196573;0.495921615;Terrestre;Normal;Frágil;1;Empresarial;79.52115569;2.099565344;279.7071225
283.7131677;1.504300976;0.747553962;Marítimo;Normal;Frágil;18;Empresarial;9.237277389;2.631230353;307.9764024
307.5374439;2.292778042;0.500615459;Marítimo;Express;No Frágil;2;Empresarial;41.5731882;3.453207968;247.2590302
339.3106584;19.23811096;0.008187824;Aéreo;Normal;Frágil;17;Individual;12.87009191;4.055320515;376.8323359
393.1272545;2.41701506;0.341513596;Aéreo;Express;No Frágil;4;Empresarial;60.40845232;2.442684501;350.0126519
173.9430017;9.876437313;0.062658076;Aéreo;Normal;Frágil;14;Individual;13.62338429;3.003518378;249.9440749
280.8021431;1.357890867;0.210248217;Terrestre;Express;Frágil;9;Empresarial;30.60298842;2.698914994;261.415307
201.384996;6.3416394;0.5702158;Terrestre;Normal;Frágil;17;Empresarial;4.982066267;3.544356278;270.9693554
217.651641;4.599871864;0.326601022;Terrestre;Normal;Frágil;19;Empresarial;40.08758355;2.541829262;358.7750041
189.6274686;5.46429777;1.127912718;Aéreo;Normal;No Frágil;16;Empresarial;39.33030677;3.885747333;324.0938231
198.8245637;3.726923321;0.643697008;Marítimo;Express;No Frágil;16;Individual;6.796862391;1.980481741;268.0179276
225.4995194;1.698222893;0.412374861;Marítimo;Normal;No Frágil;3;Individual;22.52666319;2.688330812;184.5637233
91.2465264;3.971583018;0.204155314;Terrestre;Normal;No Frágil;15;Empresarial;17.10820098;3.612349246;218.1013393
292.8197136;12.5935999;1.757305133;Aéreo;Express;Frágil;18;Empresarial;53.50574811;2.927025105;427.3452846
293.0492012;8.665832764;0.327510903;Terrestre;Express;No Frágil;15;Individual;22.05606039;3.215847153;330.2477586
366.5237064;2.228496887;1.060853166;Marítimo;Normal;Frágil;13;Individual;4.998361884;3.13978397;316.5838876
218.9807164;3.224921023;0.271994954;Aéreo;Express;No Frágil;1;Individual;22.14707128;2.480139336;178.394363
435.9614216;5.886234516;0.689665397;Marítimo;Express;Frágil;7;Empresarial;115.8059669;3.146933765;537.080688
140.9619004;4.354514276;0.499603287;Terrestre;Normal;Frágil;8;Empresarial;44.51715766;2.812897077;239.8955621
160.4776771;6.156882915;0.253369316;Terrestre;Express;Frágil;11;Empresarial;40.14141856;3.409571636;258.5117015
282.4169829;13.3202461;0.013902291;Terrestre;Normal;Frágil;7;Empresarial;23.02573122;3.359325361;276.4656295
264.3970954;4.947790747;0.011234815;Marítimo;Express;Frágil;15;Empresarial;61.59947224;2.957982181;387.4072644
293.2909966;5.67311128;0.470037731;Terrestre;Normal;No Frágil;15;Empresarial;24.58435461;3.213439871;321.7070668
406.9625356;3.534869076;0.020002321;Marítimo;Normal;No Frágil;17;Individual;138.1898593;2.672897199;630.9016518
151.8467019;19.86531801;1.181572489;Terrestre;Express;No Frágil;6;Empresarial;13.24867233;3.210583176;189.3038686
211.3802573;9.335773437;0.002312544;Aéreo;Express;No Frágil;12;Empresarial;51.70581526;2.752754054;325.8883667
409.9705768;6.815125485;0.296218173;Aéreo;Normal;Frágil;9;Individual;58.34659917;2.380035937;405.1469538
141.6893024;4.775277615;0.696056247;Marítimo;Normal;Frágil;10;Individual;55.75735393;3.03717454;253.8167971
206.6507448;10.62403775;1.189356737;Marítimo;Normal;Frágil;1;Individual;31.01355446;3.363733104;209.7563091
159.4005854;5.950465863;0.328732645;Terrestre;Normal;Frágil;11;Individual;12.79375633;2.826379796;197.9982727
334.7982383;16.84156191;0.252179347;Terrestre;Express;Frágil;11;Empresarial;30.34074433;3.741708617;349.446251
252.0918917;1.838721214;0.121313702;Marítimo;Normal;Frágil;7;Individual;20.41355488;2.805120994;231.9360744
255.7483785;3.396330781;1.292334602;Terrestre;Express;No Frágil;7;Individual;9.547528221;2.152085578;222.8810662
291.9951818;5.961998366;1.149606929;Terrestre;Express;Frágil;16;Empresarial;23.32613737;2.968956838;343.2300956
303.5152251;1.91358818;0.231748451;Marítimo;Express;Frágil;1;Empresarial;29.1240274;3.474204748;220.2832483
293.7593436;17.17740592;0.16490365;Aéreo;Express;No Frágil;15;Empresarial;61.13657342;3.506223456;429.9884875
319.7687092;8.145020443;0.210517926;Marítimo;Express;Frágil;15;Empresarial;42.14676534;3.06925044;385.5740403
352.0541663;4.143597797;0.026107488;Aéreo;Normal;No Frágil;5;Empresarial;126.0256522;3.574658447;483.051002
223.9662705;5.370707685;0.048014576;Marítimo;Normal;Frágil;10;Individual;42.2977056;3.220311452;279.7676618
80.12216597;8.999735355;0.291282059;Terrestre;Normal;No Frágil;11;Individual;34.20985971;3.116691607;221.0030138
247.9261518;4.972521536;0.044588295;Aéreo;Express;Frágil;10;Empresarial;68.82576028;2.670161811;354.4192467
318.7311866;12.83790669;0.609047566;Aéreo;Normal;Frágil;11;Empresarial;26.59319969;2.912501005;330.5579973
452.8955854;3.5710451;0.017195522;Terrestre;Normal;No Frágil;2;Empresarial;11.31203707;2.692232737;269.9945687
408.0607796;7.909608501;0.694133297;Terrestre;Express;No Frágil;6;Empresarial;38.76687801;3.639789239;344.7739536
237.2240208;5.965927134;0.495096435;Aéreo;Normal;No Frágil;5;Individual;29.77962243;3.039223082;231.689609
475.0717828;1.913757152;0.280615267;Marítimo;Normal;No Frágil;14;Empresarial;35.25617672;2.865865941;414.8630061
219.844907;14.74802818;0.26449977;Marítimo;Express;Frágil;2;Individual;7.836156391;2.789525932;171.603517
316.57335;7.664584105;0.362248601;Aéreo;Express;No Frágil;15;Individual;12.75600209;3.215623128;329.0354712
435.9545876;3.267934101;0.184087937;Marítimo;Express;No Frágil;19;Individual;98.94659014;2.102400768;574.8472306
211.0069971;4.567736942;0.238441262;Terrestre;Express;No Frágil;5;Empresarial;72.78932249;3.515090094;299.6253752
178.8582422;7.139958459;0.408062522;Terrestre;Express;No Frágil;18;Individual;18.3227705;2.39321006;282.5123456
141.2656327;3.495696142;0.287552369;Aéreo;Express;Frágil;13;Individual;54.93858426;2.701851472;303.1439078
306.4616441;1.995539465;1.424445958;Marítimo;Normal;No Frágil;16;Individual;10.94362022;4.033154358;306.2448354
250.0830224;2.878106931;1.136152888;Aéreo;Normal;No Frágil;7;Empresarial;143.2023484;3.485525205;459.2202269
91.52062584;13.2865754;0.517701251;Marítimo;Express;Frágil;14;Individual;14.6386236;3.159227491;215.0005341
110.1245015;1.072134268;0.394839989;Marítimo;Express;No Frágil;2;Empresarial;22.97985205;2.545192443;124.3246556
148.4670729;3.289659203;1.800493638;Marítimo;Express;Frágil;9;Individual;85.13872082;3.218651825;342.0355969
230.6617839;10.00534107;1.424216514;Aéreo;Normal;Frágil;1;Individual;44.52039441;3.450319499;218.5735716
268.0882264;1.027913647;0.786454811;Terrestre;Normal;Frágil;17;Empresarial;20.48050921;2.61831266;299.7065186
249.5995627;5.794449441;0.043940007;Terrestre;Express;No Frágil;3;Empresarial;32.74389561;2.937851297;244.3937543
331.5730284;1.229692218;0.160023645;Marítimo;Normal;No Frágil;5;Empresarial;19.47556403;3.037708502;247.192268
338.6634487;6.028219485;0.663708052;Terrestre;Normal;Frágil;9;Empresarial;13.26374825;3.369442337;275.1889049
81.71776447;1.756314145;0.236334576;Marítimo;Express;Frágil;19;Individual;23.82221998;3.26630457;252.7752543
280.3464529;1.26486158;0.08674305;Aéreo;Express;No Frágil;5;Individual;35.02600549;2.928543545;271.1715655
207.7721309;4.646817642;0.495015489;Marítimo;Express;Frágil;8;Empresarial;43.24200931;3.063082179;267.2530218
411.2045261;18.86930172;0.842677472;Terrestre;Express;Frágil;3;Individual;35.44518356;2.126864282;324.9407668
309.4799153;2.848581748;0.416279019;Terrestre;Normal;No Frágil;15;Individual;18.57401605;2.393341645;333.4173012
516.7832894;12.51937464;1.08885475;Aéreo;Express;No Frágil;8;Empresarial;122.2749219;3.351934146;585.4239493
268.9956074;6.563988063;0.20320382;Aéreo;Express;No Frágil;9;Empresarial;24.67354536;1.945359071;295.7280217
124.9298155;1.757446017;0.05665165;Aéreo;Normal;No Frágil;8;Individual;46.36725802;2.887100022;218.6555231
258.3468814;6.625853151;0.154843143;Aéreo;Express;Frágil;6;Individual;7.321559852;2.764183769;207.2216604
336.0234693;6.725605286;0.69121579;Terrestre;Normal;Frágil;15;Empresarial;49.1046439;2.870992061;394.6186239
222.158913;10.35841566;0.599419351;Aéreo;Express;No Frágil;15;Individual;27.38716721;3.675384827;297.8019947
377.6228924;4.219230787;0.840043128;Marítimo;Express;Frágil;2;Empresarial;7.787653453;2.495845713;256.5638326
521.8539631;7.249832416;0.502897603;Marítimo;Normal;No Frágil;3;Empresarial;9.866010561;3.427072519;314.4462755
476.9314503;2.722559061;0.106885863;Marítimo;Express;Frágil;19;Empresarial;21.02640333;3.218600503;454.193672
281.8305841;6.330506024;0.221596984;Aéreo;Express;No Frágil;3;Individual;66.6299846;3.495702297;343.0221533
340.2070351;4.881166274;0.108051227;Terrestre;Express;Frágil;8;Individual;38.27938657;3.180217374;323.3322558
142.9826781;9.424301789;0.736232102;Terrestre;Normal;Frágil;4;Empresarial;59.81375051;2.879240522;247.4772377
229.7796788;4.94220333;1.108226565;Aéreo;Express;Frágil;17;Empresarial;11.21295185;3.065769632;313.9677824
476.9849117;9.312542359;0.018842903;Marítimo;Normal;No Frágil;16;Individual;53.5713753;2.806704344;499.5060142
282.4527595;5.340484053;0.046897391;Marítimo;Express;Frágil;19;Individual;62.85650446;2.125541891;430.162414
126.6415379;3.36955739;0.210171651;Aéreo;Express;Frágil;3;Individual;12.57374647;2.853208619;139.3031885
124.7882823;3.517296013;0.064484313;Terrestre;Express;Frágil;12;Empresarial;44.97979644;3.420999419;267.2164197
292.5832148;15.04198583;0.407053696;Terrestre;Normal;No Frágil;7;Empresarial;24.74362422;3.555447035;265.2129474
364.7640138;2.997974459;0.299508303;Marítimo;Normal;Frágil;13;Individual;32.01605828;2.79827853;363.5338529
322.2357763;17.14777608;0.127466154;Terrestre;Normal;Frágil;4;Individual;9.63730284;3.53957772;247.7743186
273.3636024;2.639570259;0.367116449;Marítimo;Express;Frágil;2;Individual;28.90869561;4.033926467;217.3579456
208.9241669;3.147962862;0.373001795;Aéreo;Normal;Frágil;3;Empresarial;5.742361388;3.011773912;154.496863
456.7637367;3.072851109;0.219588938;Marítimo;Normal;No Frágil;2;Empresarial;30.0774201;3.87237303;318.0978978
241.8318447;3.088777188;0.82750589;Aéreo;Express;Frágil;11;Empresarial;39.19769199;3.301150215;317.4696938
97.88620012;2.611811578;0.255236448;Terrestre;Express;No Frágil;7;Empresarial;44.37343953;3.757105843;200.4237447
121.0481745;0.675514506;0.397845571;Aéreo;Express;Frágil;17;Empresarial;10.00301285;3.293384324;215.6344249
384.6447313;7.545202009;0.450796981;Marítimo;Normal;Frágil;19;Empresarial;66.49215705;3.349089825;482.6713012
216.8190998;4.211027541;0.841886801;Marítimo;Normal;Frágil;13;Individual;49.697289;3.346619621;332.0344421
391.7760044;6.509091229;0.296605857;Aéreo;Express;Frágil;9;Empresarial;43.41363281;3.174783508;384.2348353
251.387097;5.494819759;0.595275677;Terrestre;Express;Frágil;17;Empresarial;156.7344729;4.123748381;595.6880952
199.050948;1.214986554;0.581394626;Aéreo;Normal;No Frágil;6;Empresarial;48.40642692;1.824037814;254.4547899
198.6185471;2.491801331;0.233439735;Aéreo;Express;No Frágil;3;Individual;77.92203391;2.750854666;298.4770071
263.3054006;3.241196529;0.656437848;Aéreo;Normal;Frágil;16;Individual;46.93385733;2.973229884;368.2412892
445.5723433;8.334564365;0.112893906;Marítimo;Normal;Frágil;6;Empresarial;24.95634416;4.248065173;324.9092364
255.8744617;12.039963;2.090390582;Aéreo;Express;No Frágil;6;Individual;54.54129885;2.817779513;315.0320928
341.7586619;5.428081965;0.922405287;Marítimo;Express;Frágil;19;Individual;76.37963193;3.253333977;494.5322746
264.5374558;1.946638254;0.090109876;Marítimo;Express;Frágil;10;Individual;5.638070162;3.833982495;247.795073
278.9096241;2.898426757;0.882849648;Terrestre;Normal;No Frágil;8;Individual;25.40700467;3.415608638;266.7173637
340.2388004;3.06547467;1.161279204;Marítimo;Express;Frágil;3;Individual;35.25795331;3.406518051;269.5629392
